artist,track,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_duration_ms,audio_features_time_signature
The Ink Spots,Maybe,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200,4
Billie Holiday,Easy Living,0.574,0.338,6,-11.376,1,0.042,0.845,0,0.165,0.493,67.008,199093,4
Kay Kyser & His Orchestra,"(I Got Spurs That) Jingle, Jangle, Jingle",0.343,0.128,1,-14.76,1,0.054,0.863,5.06e-06,0.161,0.264,75.564,182427,4
Frank Sinatra,Blue Moon - 1998 Digital Remaster,0.723,0.285,1,-12.78,1,0.323,0.637,0,0.102,0.885,76.871,180733,4
Dean Martin,Ain't That A Kick In The Head - 1997 Remaster,0.465,0.277,9,-10.191,0,0.105,0.883,0,0.465,0.568,159.202,223853,4
Nat King Cole,Love Me As Though There Were No Tomorrow,0.383,0.221,5,-15.761,1,0.0349,0.87,5.21e-05,0.166,0.494,135.68,256160,4
Johnny Mercer & The Pied Pipers,My Sugar Is So Refined,0.632,0.605,8,-11.519,1,0.0997,0.682,2.13e-05,0.506,0.699,78.898,198067,4
,In the Shadow of the Valley,0.444,0.42,2,-9.85,1,0.0495,0.723,3.77e-05,0.123,0.507,105.751,254440,4
Wynonie Harris,Grandma Plays The Numbers,0.577,0.306,9,-11.559,1,0.0427,0.383,0,0.18,0.568,125.166,177400,4
Dion,The Wanderer,0.384,0.841,6,-5.646,1,0.119,0.264,0.000271,0.281,0.792,188.097,229187,4
Skeeter Davis,The End of the World,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573,4
Bob Crosby & The Bob Cats,Happy Times—from 1949 show “Inspector General”,0.889,0.462,0,-8.768,0,0.0356,0.0379,0.00236,0.0356,0.966,110.586,307173,4
Colbie Caillat,Fallin' For You,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080,4
The Kinks,All Day And All Of The Night,0.846,0.888,6,-8.74,1,0.0618,0.00152,0.582,0.0992,0.833,123.028,301240,4
Saliva,Your Disease,0.461,0.828,4,-10.413,1,0.0424,0.2,0.000301,0.808,0.619,130.354,295560,4
Staind,For You,0.541,0.921,1,-6.861,1,0.0354,9.73e-05,0.103,0.0967,0.387,115.014,228933,4
Frank Sinatra,Come Fly With Me - Remastered 1998,0.464,0.842,9,-4.077,1,0.0405,0.00035,0.0196,0.111,0.281,142.126,240400,4
Billie Holiday,Crazy He Calls Me - Single Version,0.663,0.753,0,-7.061,1,0.0381,0.175,0,0.105,0.483,94.061,240067,4
Danny Kaye,"Civilization (Bongo, Bongo, Bongo)",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
Ella Fitzgerald,Blue Skies,0.533,0.909,10,-3.922,1,0.0351,0.00523,5.49e-06,0.337,0.545,123.425,243787,4
Gene Kelly,Singin' In the Rain,0.774,0.787,7,-6.109,0,0.0555,0.227,0.00234,0.124,0.956,103.69,220386,4
Donald O'Connor,Make 'Em Laugh,0.559,0.725,10,-8.631,0,0.0426,0.000365,0.553,0.112,0.501,90.012,373307,4
Gene Kelly,Good Morning,0.495,0.917,7,-3.142,1,0.116,0.0725,0,0.192,0.515,95.153,217690,4
Frank Sinatra,You Make Me Feel So Young - Remastered 1998,0.595,0.87,2,-3.969,0,0.0839,0.121,0,0.185,0.745,90.079,221348,4
Salvador,Heaven,0.455,0.898,10,-3.676,1,0.196,0.0797,0,0.156,0.65,168.097,179549,4
A Tribe Called Quest,Can I Kick It?,0.538,0.856,0,-5.024,0,0.0637,0.00882,0,0.41,0.272,121.009,170856,4
Daryl Hall & John Oates,I Can't Go For That (No Can Do) - (Original Version) - Remastered,0.37,0.933,1,-4.173,0,0.432,0.0173,9.14e-05,0.345,0.425,143.052,226659,4
Adele,Send My Love (To Your New Lover),0.306,0.93,9,-1.696,1,0.118,0.113,3.83e-06,0.289,0.389,167.149,170680,4
Front 242,Headhunter V1.0,0.383,0.852,3,-3.713,1,0.058,0.0612,0,0.104,0.35,164.027,227136,4
Echo & the Bunnymen,Lips Like Sugar,0.389,0.875,10,-3.65,1,0.113,0.00141,0,0.356,0.242,140.241,273561,4
Zeromancer,Clone Your Lover,0.569,0.64,5,-9.638,1,0.0382,0.0394,1.89e-05,0.128,0.0964,96.987,232433,4
Lacuna Coil,Swamped,0.564,0.863,5,-4.366,1,0.0475,0.000582,0,0.374,0.513,118.105,196995,4
Des'ree,You Gotta Be,0.341,0.739,6,-3.189,1,0.0614,0.0919,1.02e-05,0.0881,0.281,148.923,170477,4
Tears For Fears,Everybody Wants To Rule The World,0.419,0.906,4,-4.464,0,0.0448,0.0037,0.00139,0.13,0.337,174.062,181907,4
BBMAK,Out Of My Heart,0.473,0.892,9,-3.577,1,0.0408,0.000176,0,0.148,0.416,128.93,213893,4
Nu Shooz,I Can't Wait,0.504,0.871,6,-4.154,0,0.0356,0.0116,2.04e-06,0.204,0.379,133.021,220840,4
Nine Inch Nails,Closer,0.508,0.857,6,-5.182,1,0.0383,0.00116,3.62e-05,0.0992,0.316,125.95,214733,4
Flyleaf,Set Me On Fire,0.451,0.97,2,-2.924,1,0.0821,0.000123,0,0.299,0.385,121.0,199093,3
Flyleaf,Magnetic,0.448,0.948,6,-3.903,1,0.039,8.94e-05,0.000373,0.073,0.331,152.054,224427,4
Flyleaf,Traitor,0.428,0.934,9,-4.186,0,0.0436,0.000268,0,0.145,0.262,140.058,220160,4
Flyleaf,Head Under Water,0.443,0.994,1,-3.059,1,0.115,4.65e-05,0,0.441,0.224,123.003,163080,3
Flyleaf,Sober Serenade,0.359,0.862,9,-4.172,1,0.0369,0.00288,0.131,0.253,0.288,166.177,214173,4
Flyleaf,Thread,0.45,0.577,3,-7.787,1,0.035,0.138,9.56e-06,0.153,0.588,118.964,159907,4
Flyleaf,Marionette,0.681,0.817,2,-5.532,0,0.0303,0.154,0,0.143,0.486,123.488,143947,4
Flyleaf,Well of Lies,0.508,0.877,0,-5.416,1,0.0275,0.0217,5.07e-05,0.124,0.444,149.015,217947,4
Flyleaf,City Kids,0.595,0.544,0,-7.625,1,0.0262,0.073,0,0.0858,0.209,134.132,149547,4
Flyleaf,Blue Roses,0.453,0.587,7,-8.035,1,0.0327,0.0428,0,0.119,0.455,129.924,235253,4
Flyleaf,Home,0.382,0.302,2,-10.862,1,0.0331,0.0285,0.000145,0.111,0.256,135.076,267840,4
Flyleaf,Fire Fire,0.581,0.886,2,-4.793,0,0.0331,0.0113,0,0.359,0.395,96.992,183187,4
Flyleaf,Cage On The Ground,0.417,0.973,5,-3.746,1,0.103,0.000177,0,0.354,0.472,156.041,184920,3
Flyleaf,Great Love,0.371,0.862,2,-4.729,1,0.0529,0.000871,0,0.216,0.329,158.972,173613,4
Flyleaf,Bury Your Heart,0.469,0.922,7,-3.574,1,0.062,0.000273,2.15e-05,0.351,0.287,136.994,174440,4
Flyleaf,Freedom,0.481,0.936,1,-4.164,1,0.0587,0.00323,0.000107,0.186,0.426,148.174,199933,4
Flyleaf,Saving Grace,0.569,0.951,2,-4.694,1,0.0661,0.023,0,0.38,0.0777,127.065,166880,4
Flyleaf,Stand,0.507,0.932,2,-4.823,1,0.056,0.00765,0.000235,0.364,0.212,112.031,226520,3
Flyleaf,Green Heart,0.407,0.849,8,-5.406,1,0.0523,0.00455,0,0.723,0.476,150.027,194960,3
Flyleaf,Broken Wings,0.413,0.962,7,-4.91,1,0.0671,0.00298,0.00868,0.227,0.183,144.923,249120,4
Flyleaf,Justice & Mercy (Violent Love Version),0.344,0.761,5,-4.393,1,0.0316,0.0142,0,0.3,0.161,172.092,186840,4
Flyleaf,Okay,0.493,0.787,2,-5.357,1,0.0434,0.0621,0,0.0935,0.281,137.034,204107,4
Flyleaf,Amy Says,0.47,0.914,6,-4.804,0,0.0623,0.0239,0,0.315,0.336,146.135,182853,3
Flyleaf,Dear My Closest Friend,0.449,0.891,4,-5.1,0,0.0544,0.00505,0,0.305,0.173,146.044,258400,4
Flyleaf,Light In Your Eyes,0.497,0.73,0,-5.639,1,0.0293,0.0358,0.00112,0.119,0.0761,95.028,262120,4
Flyleaf,Believe In Dreams,0.423,0.96,2,-3.972,1,0.159,0.000406,1.2e-06,0.0816,0.357,146.037,169440,4
Flyleaf,Beautiful Bride,0.478,0.83,2,-3.562,0,0.0384,0.0149,0,0.333,0.354,140.355,165973,3
Flyleaf,Again,0.508,0.977,7,-2.696,1,0.139,0.00647,0.000104,0.351,0.405,139.978,163760,3
Flyleaf,Chasm,0.428,0.933,7,-4.25,1,0.0458,0.00484,0,0.139,0.77,166.023,200067,4
Flyleaf,Missing,0.398,0.616,7,-5.241,1,0.0306,0.0179,0,0.116,0.21,160.01,167827,3
Flyleaf,This Close,0.481,0.965,11,-4.197,0,0.0635,0.00196,2.08e-06,0.608,0.654,91.052,149893,4
Flyleaf,The Kind,0.246,0.754,2,-5.674,1,0.0482,0.00244,0,0.119,0.184,174.118,290733,4
Flyleaf,In The Dark,0.624,0.945,7,-3.109,1,0.0343,0.0698,4.57e-06,0.0867,0.914,104.77,218200,4
Flyleaf,Set Apart This Dream,0.634,0.887,1,-10.694,1,0.0418,0.00137,0.00329,0.0583,0.582,121.685,330867,4
Flyleaf,Swept Away,0.8,0.603,4,-6.648,0,0.0332,0.652,0.47,0.188,0.92,103.984,170453,4
Flyleaf,Tiny Heart,0.707,0.726,2,-3.515,1,0.0279,0.0315,0.000221,0.359,0.809,112.026,189280,4
Flyleaf,Treasure,0.691,0.522,7,-6.387,0,0.0288,0.149,0.000485,0.0685,0.361,127.004,275480,4
Flyleaf,Circle,0.46,0.874,6,-3.299,0,0.0298,9.89e-05,0.231,0.0405,0.0699,110.146,230333,4
Flyleaf,Arise,0.279,0.802,4,-6.225,1,0.0543,0.000118,0.52,0.0561,0.321,176.075,232720,4
Flyleaf,Uncle Bobby,0.419,0.814,0,-5.738,1,0.402,0.454,0.00177,0.527,0.345,132.638,244840,4
Flyleaf,Perfect,0.496,0.94,0,-5.087,1,0.0406,1.87e-05,0.736,0.085,0.628,124.232,237307,4
Flyleaf,Sorrow,0.502,0.85,7,-3.885,0,0.0407,0.00174,0.00899,0.164,0.195,130.057,250040,4
Flyleaf,I'm Sorry,0.439,0.422,8,-17.227,1,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,236933,4
Flyleaf,Red Sam,0.507,0.605,8,-7.954,0,0.0298,7.15e-05,2.12e-06,0.0871,0.232,93.898,272360,4
Flyleaf,There For You,0.556,0.734,4,-6.337,0,0.0398,8.01e-06,0.00102,0.32,0.335,134.949,220933,4
Flyleaf,Breathe Today,0.609,0.95,9,-4.898,1,0.116,0.00423,0.06,0.0433,0.771,144.017,222773,4
Flyleaf,So I Thought,0.285,0.95,9,-3.83,1,0.245,0.000187,0.000587,0.11,0.182,114.045,212440,4
BBMAK,Back Here,0.602,0.805,11,-5.933,1,0.0316,0.0957,0.0032,0.151,0.435,111.997,284787,4
Bigod 20,The Bog,0.354,0.964,5,-1.822,0,0.0973,5.08e-05,0.203,0.326,0.526,113.079,240200,4
Gnarls Barkley,The Boogie Monster,0.393,0.708,2,-2.967,1,0.0304,0.00416,0.0547,0.455,0.477,145.986,239560,4
Gwen Stefani,Cool,0.661,0.646,7,-7.272,1,0.0391,0.188,2.29e-06,0.2,0.609,93.032,245800,4
No Doubt,Dark Blue,0.374,0.456,6,-7.35,0,0.0368,0.104,0.000176,0.197,0.0763,135.643,436440,4
Lacuna Coil,Daylight Dancer,0.546,0.907,4,-4.117,0,0.09,0.0135,0.00232,0.169,0.654,173.178,212400,4
Lacuna Coil,Devoted,0.454,0.854,1,-4.865,0,0.0364,6.02e-05,0.000524,0.281,0.537,157.824,229692,4
Queens of the Stone Age,Do It Again,0.678,0.363,11,-10.9,1,0.0318,0.872,0.000101,0.0798,0.543,75.004,199787,5
Garbage,Dog New Tricks,0.445,0.834,9,-4.384,1,0.0331,0.000282,0.507,0.202,0.0648,107.022,290493,4
Shiny Toy Guns,Don't Cry Out,0.871,0.82,3,-4.42,0,0.0647,0.0932,0,0.113,0.838,114.007,290520,4
Crowded House,Don't Dream It's Over,0.426,0.881,4,-3.458,0,0.0403,0.0011,0.00279,0.124,0.384,140.004,286533,4
Dido,Don't Think of Me,0.597,0.86,11,-3.959,0,0.205,0.0588,0,0.266,0.759,187.338,206760,4
Marilyn Manson,The Dope Show,0.606,0.589,7,-9.163,0,0.0529,0.147,0.0298,0.193,0.535,180.976,277533,4
Marilyn Manson,The Beautiful People,0.405,0.802,7,-2.848,0,0.034,0.00125,0.135,0.13,0.187,120.038,252893,4
Fuel,Down,0.835,0.622,9,-8.036,0,0.0312,0.0702,0.00511,0.1,0.783,99.534,235560,4
Gwen Stefani,Early Winter,0.842,0.384,9,-11.384,0,0.0353,0.638,0.000487,0.0998,0.604,84.026,292013,4
Red Hot Chili Peppers,Emit Remmus,0.712,0.969,4,-1.503,0,0.161,0.0113,0.0319,0.0904,0.802,105.077,157627,4
Lacuna Coil,Entwined,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,254533,4
Blue October,Everlasting Friend,0.676,0.397,10,-9.777,0,0.029,0.157,5.6e-05,0.11,0.252,136.029,234107,4
Coldplay,Everything's Not Lost - Includes Hidden Track 'Life Is For Living',0.762,0.697,7,-3.657,1,0.0463,0.0688,7.52e-05,0.269,0.705,123.033,203307,4
No Doubt,Ex-Girlfriend,0.549,0.99,3,-4.358,0,0.0752,3.78e-05,0.000837,0.343,0.493,124.075,206893,4
Saliva,Faultine,0.54,0.802,4,-6.118,0,0.0269,0.071,0.000942,0.227,0.568,95.056,229667,4
The Weepies,Gotta Have You,0.548,0.954,9,-4.008,1,0.0806,5.49e-05,0.000137,0.245,0.488,130.086,205720,4
Saliva,Greater Than/Less Than,0.52,0.854,7,-4.444,0,0.0315,8.77e-05,0.0329,0.185,0.67,104.211,235160,4
Gwen Stefani,Harajuku Girls,0.51,0.802,1,-5.583,0,0.0413,0.155,0,0.0781,0.264,169.966,264253,4
Lacuna Coil,Heaven's a Lie,0.466,0.869,4,-3.993,1,0.0554,3.76e-05,6.6e-05,0.0475,0.25,150.029,215907,4
No Doubt,Hey Baby,0.506,0.724,0,-7.086,1,0.0281,0.000114,0.628,0.151,0.0697,102.037,243107,4
Dido,Honestly Ok,0.689,0.844,10,-5.519,0,0.0348,0.0963,0.00852,0.0621,0.772,129.973,225040,4
Lacuna Coil,Humane,0.578,0.94,4,-5.273,0,0.137,0.000224,0.00623,0.699,0.246,130.134,246667,4
Dido,I'm No Angel,0.483,0.953,9,-5.051,1,0.178,0.000122,0.754,0.462,0.251,170.023,336493,4
John Mayer,I Don't Trust Myself (With Loving You),0.708,0.583,0,-7.018,1,0.0262,0.191,1.54e-05,0.0883,0.38,113.12,241760,4
Red Hot Chili Peppers,I Like Dirt,0.544,0.459,5,-8.821,1,0.0264,0.264,0.16,0.179,0.195,129.058,235747,3
The White Stripes,Icky Thump,0.241,0.824,0,-2.785,1,0.0479,0.00124,5.83e-06,0.0955,0.2,83.663,292400,4
Dido,Isobel,0.486,0.961,7,-3.208,0,0.0536,0.000171,0.25,0.311,0.604,140.055,211973,4
Shiny Toy Guns,Le Disko,0.597,0.672,2,-6.15,0,0.0356,3.65e-05,0.0455,0.372,0.265,130.038,237960,4
Disturbed,Liberate,0.791,0.844,9,-2.435,0,0.0365,0.131,1.18e-05,0.0347,0.789,109.606,286760,4
Garbage,Milk,0.434,0.529,8,-5.138,1,0.0291,0.0125,0,0.113,0.0889,130.92,223280,4
Marilyn Manson,mOBSCENE,0.396,0.803,4,-6.186,1,0.0487,0.0334,0,0.0688,0.286,116.705,304200,3
Garbage,My Lover's Box,0.364,0.781,10,-4.4,0,0.0975,0.114,0.000245,0.732,0.338,169.036,375867,3
No Doubt,New,0.595,0.476,4,-8.668,0,0.0231,0.311,0.00142,0.087,0.375,90.775,292600,4
Marilyn Manson,The Nobodies,0.562,0.886,10,-2.448,0,0.0367,0.00759,0,0.312,0.636,86.999,185413,4
Lacuna Coil,Our Truth,0.517,0.808,10,-4.519,1,0.0262,0.0769,0,0.298,0.52,85.052,230960,4
Depeche Mode,Personal Jesus - 2006 Remaster,0.353,0.845,4,-3.932,1,0.0721,0.00198,0,0.108,0.323,172.082,261373,4
Marilyn Manson,Personal Jesus,0.597,0.986,9,-2.969,0,0.13,0.0113,0.000308,0.274,0.857,150.018,188160,4
Marilyn Manson,The Reflecting God,0.637,0.95,8,-4.4,1,0.109,0.00104,7.35e-06,0.288,0.511,142.018,200067,4
No Doubt,Running,0.436,0.947,6,-3.308,0,0.0724,0.000104,0.143,0.336,0.367,142.068,255200,4
Snow Patrol,Same,0.36,0.905,4,-3.808,0,0.0812,1.37e-05,7.51e-06,0.0753,0.309,144.544,267973,4
Red Hot Chili Peppers,Savior,0.517,0.596,4,-6.781,1,0.0292,3.27e-05,0.00191,0.0959,0.0945,110.021,201907,4
Lacuna Coil,Self Deception,0.691,0.573,4,-12.651,0,0.0755,0.231,6.32e-05,0.716,0.687,131.817,202293,4
Zeromancer,Send Me An Angel,0.452,0.885,5,-2.29,0,0.045,0.00618,7.69e-05,0.135,0.593,106.102,217667,4
Gwen Stefani,Serious,0.639,0.37,6,-10.883,1,0.0723,0.504,0.587,0.117,0.707,80.152,293200,4
Shiny Toy Guns,Shaken,0.532,0.433,3,-9.423,1,0.0278,0.0942,0.0121,0.142,0.0395,140.666,331133,4
Coldplay,Shiver,0.596,0.825,6,-5.407,0,0.0368,0.0455,0.00118,0.108,0.426,101.993,254867,4
Queens of the Stone Age,The Sky Is Fallin',0.383,0.888,5,-4.611,0,0.0817,0.000894,8.58e-06,0.089,0.387,180.079,268067,4
Dido,Slide,0.503,0.715,0,-6.463,1,0.0258,3.92e-06,0.833,0.141,0.183,103.98,221093,4
Gnarls Barkley,Smiley Faces,0.439,0.874,0,-4.165,1,0.0299,0.00571,0,0.176,0.527,150.036,207240,4
BBMAK,Still On Your Side,0.703,0.883,10,-5.603,0,0.144,0.115,1.52e-05,0.45,0.908,163.986,147880,4
Saliva,Storm,0.284,0.528,9,-6.838,0,0.0307,0.0048,0.0191,0.113,0.116,106.616,218907,4
Gnarls Barkley,Storm Coming,0.394,0.615,11,-7.069,1,0.0308,0.000917,0.00556,0.101,0.232,90.004,239733,4
Marilyn Manson,Tainted Love,0.338,0.49,2,-7.634,1,0.0341,0.257,3.34e-06,0.241,0.341,138.165,218787,4
Lacuna Coil,Tight Rope,0.474,0.928,9,-5.681,1,0.0471,5.83e-05,0.0136,0.0849,0.306,142.999,242027,4
Foo Fighters,Times Like These,0.539,0.698,7,-8.287,1,0.0293,0.000366,0.000145,0.308,0.515,129.999,202720,4
Lacuna Coil,To the Edge,0.515,0.64,6,-9.799,1,0.0426,0.775,0.0562,0.112,0.314,111.157,272200,4
No Doubt,Trapped In A Box,0.784,0.882,5,-3.646,1,0.0451,0.0377,0,0.65,0.699,120.017,189870,4
Lacuna Coil,Unspoken,0.526,0.873,0,-5.28,1,0.0754,0.00795,7.36e-06,0.339,0.629,86.313,378360,4
Portishead,Wandering Star,0.735,0.791,1,-4.481,0,0.0754,0.00228,0.000109,0.133,0.903,131.982,228467,4
Coldplay,Warning Sign,0.492,0.646,10,-5.334,0,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,253933,4
Shiny Toy Guns,We Are Pilots,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,255360,4
Saliva,Weight Of The World,0.777,0.897,7,-3.744,0,0.0304,0.0279,7.28e-06,0.146,0.798,129.971,199400,4
Lacuna Coil,What I See,0.562,0.904,1,-4.947,1,0.0807,0.00302,0,0.0433,0.651,94.481,158667,4
Lifehouse,Whatever It Takes,0.498,0.685,3,-11.795,1,0.0394,0.00971,0.775,0.365,0.765,112.49,215573,4
Gnarls Barkley,Who Cares?,0.647,0.973,4,-5.059,1,0.0766,0.0369,0,0.0507,0.344,149.055,221653,4
Lacuna Coil,Within Me,0.648,0.854,4,-11.248,1,0.0377,0.0286,0.0176,0.818,0.724,128.038,365107,4
Lacuna Coil,Without Fear,0.258,0.585,5,-6.969,1,0.0403,0.502,0.00117,0.289,0.442,155.103,167600,3
Flogging Molly,The Worst Day Since Yesterday,0.778,0.597,1,-6.628,1,0.105,0.3,1.5e-06,0.126,0.56,90.04,467152,4
Snow Patrol,Wow,0.615,0.472,5,-6.073,0,0.0267,0.325,0,0.115,0.327,80.072,210507,4
Keane,Your Eyes Open,0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,201122,4
Cat Power,Cross Bones Style,0.579,0.865,6,-4.692,1,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600,4
Andy Grammer,Good To Be Alive (Hallelujah),0.682,0.592,7,-7.033,1,0.281,0.169,5.49e-06,0.136,0.5,186.041,230467,4
Public Image Ltd.,Rise,0.447,0.568,2,-9.172,1,0.0423,0.473,0.00028,0.0824,0.309,117.561,218188,4
P!nk,The Truth About Love,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
Staind,Right Here,0.591,0.907,7,-5.648,1,0.0837,0.0675,0,0.0903,0.817,151.961,280093,4
The Veronicas,Untouched,0.674,0.413,2,-7.816,1,0.0274,0.836,1.95e-05,0.098,0.503,124.893,237907,3
The Ting Tings,Hands,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3
Panic! At The Disco,Emperor's New Clothes,0.513,0.934,4,-3.347,0,0.163,0.0433,0,0.832,0.591,169.907,203613,4
The Breeders,Cannonball,0.567,0.266,0,-11.217,1,0.0343,0.73,4.91e-05,0.116,0.236,106.46,181507,4
David Hasselhoff,"True Survivor - From ""Kung Fury""",0.666,0.668,0,-7.961,1,0.0523,0.251,5.77e-06,0.499,0.765,132.666,322549,4
Oingo Boingo,Weird Science,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,4
Rasputina,Transylvanian Concubine,0.531,0.597,9,-9.004,1,0.0324,0.000403,0.00105,0.063,0.33,110.791,251467,3
Kero One,In All the Wrong Places,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387,4
Adele,Chasing Pavements,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960,4
Zara Larsson,Lush Life,0.486,0.94,7,-4.237,0,0.0605,0.00919,0,0.0777,0.42,79.727,205653,4
The Naked And Famous,Young Blood,0.568,0.605,9,-7.43,0,0.0286,0.107,0,0.117,0.403,122.041,301133,4
The Weeknd,Starboy,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,4
Laura Marling,Devil's Spoke,0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,183440,4
Twenty One Pilots,Heathens,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373,4
Blues Traveler,Run-Around,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,189227,4
John Mayer,Daughters,0.362,0.668,2,-5.975,1,0.0431,0.035,0.0212,0.219,0.344,113.996,220867,4
Thirty Seconds To Mars,The Kill,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000,4
Panic! At The Disco,London Beckoned Songs About Money Written by Machines,0.506,0.327,3,-9.574,1,0.0286,0.183,0,0.11,0.627,169.588,216640,4
Paramore,Misguided Ghosts,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267,4
Elton John,Bennie And The Jets - Remastered 2014,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,212733,4
Sugar Ray,Someday - Remastered,0.608,0.937,4,-3.071,1,0.033,0.0121,0.0403,0.309,0.515,117.304,265960,4
John Rzeznik,"I'm Still Here (Jim's Theme) - From ""Treasure Planet""/Soundtrack Version",0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,201707,4
Fall Out Boy,Immortals,0.62,0.93,1,-3.685,1,0.0374,0.00043,0,0.0686,0.609,106.22,190173,4
3 Doors Down,It's Not My Time,0.48,0.418,11,-9.622,0,0.0312,0.505,0.00416,0.11,0.319,132.404,294000,4
Shinedown,State of My Head,0.719,0.647,8,-7.229,1,0.0285,0.203,2.44e-05,0.0962,0.589,125.148,290533,3
Journey,Who's Crying Now,0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,153467,4
The Strokes,Reptilia,0.649,0.852,5,-6.519,0,0.0307,0.00119,3.32e-05,0.0937,0.288,96.653,218760,4
The Strokes,Someday,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,196893,4
The Strokes,Last Nite,0.501,0.933,6,-3.476,0,0.198,0.0457,0,0.376,0.708,170.13,174867,4
The Strokes,You Only Live Once,0.781,0.791,7,-3.903,0,0.0468,0.145,0,0.127,0.902,76.998,222293,4
Mumford & Sons,Believe,0.581,0.973,11,-5.682,0,0.127,7.77e-06,0.661,0.254,0.325,107.604,374467,4
Cream,Sunshine Of Your Love,0.686,0.718,10,-10.806,0,0.067,0.000937,0.0511,0.508,0.79,106.376,352733,4
Billy Joel,The Longest Time,0.724,0.906,1,-5.914,1,0.124,0.0921,0.00039,0.178,0.695,101.739,211960,4
Yellowcard,Ocean Avenue,0.619,0.557,7,-10.715,0,0.0351,0.404,0,0.181,0.831,116.065,146867,4
Incubus,Wish You Were Here,0.857,0.358,9,-11.79,1,0.0432,0.293,0,0.106,0.521,124.961,150707,4
John Mayer,Bigger Than My Body,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,218440,4
KT Tunstall,Suddenly I See,0.295,0.812,9,-7.28,0,0.0973,0.0217,0.0164,0.151,0.174,193.985,295547,4
Good Charlotte,Lifestyles of the Rich & Famous,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,4
Dermot Kennedy,After Rain,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.464,92.956,192000,4
Dave Matthews Band,Satellite,0.573,0.622,11,-7.948,1,0.033,0.0543,1.77e-06,0.295,0.825,81.667,297147,4
Green Day,Good Riddance (Time of Your Life),0.642,0.673,8,-7.154,0,0.0248,0.0114,0.00156,0.11,0.423,100.004,238093,4
Vertical Horizon,You're a God,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627,4
Lily Allen,Smile,0.59,0.802,11,-4.163,1,0.0356,0.00226,0.00143,0.0392,0.696,120.051,258133,4
Panic! At The Disco,The Only Difference Between Martyrdom and Suicide Is Press Coverage,0.266,0.946,9,-2.855,1,0.171,0.00781,2.73e-06,0.26,0.498,168.461,179973,4
Natasha Bedingfield,Love Like This (feat. Sean Kingston),0.559,0.487,6,-9.349,1,0.0266,0.0327,0.0814,0.129,0.145,149.961,256133,4
Buzz McCoy,Rivers Of Blood Years Of Darkness,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564,293133,4
My Life With The Thrill Kill Kult,Sexplosion,0.415,0.534,0,-8.432,1,0.0305,0.00362,0.000433,0.118,0.142,138.996,274800,4
Fatboy Slim,Gangster Trippin',0.471,0.846,1,-3.632,1,0.0416,0.00209,0.0369,0.126,0.255,116.469,242600,4
